,user,userID,pos,qn,q1,q2,p1,p2,p12,p123,fal,irr,ent,a00,a01,a10,a11,qorder
2779,308.0,74365807.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2781,309.0,90248431.0,0.0,0.0,1.0,2.0,0.5,0.75,0.5,,1.0,0.0,0.0,0.38244525090785536,0.5176380902050414,0.2928932188134524,0.7071067811865476,0123
2782,309.0,90248431.0,1.0,1.0,3.0,4.0,0.7,0.2,0.5,,1.0,0.3,0.0,0.517442986297106,-0.07465124915287169,0.4761091754333756,0.7071067811865476,2301
2783,309.0,90248431.0,2.0,3.0,2.0,3.0,0.9,0.2,0.5,,2.0,0.4,0.0,,-0.709185254466198,0.5922893393579131,0.7493514471419607,1203
2784,309.0,90248431.0,3.0,2.0,1.0,4.0,0.7,0.7,0.75,,1.0,0.050000000000000044,0.0,0.2208626414399668,0.3171905528354846,0.3171905528354846,0.8660254037844386,0312
2785,309.0,90248431.0,4.0,5.0,1.0,2.0,0.3,0.7,0.5,,1.0,0.2,0.0,0.5184256630207299,0.4761091754333756,0.06748988805493583,0.7071067811865476,0123
2786,309.0,90248431.0,5.0,4.0,2.0,4.0,0.7,0.7,0.7,,2.0,0.0,0.0,0.2964066795626373,0.0,0.26592171799902053,0.9172942386209026,1302
2787,309.0,90248431.0,6.0,6.0,1.0,3.0,0.5,0.25,0.4,,2.0,0.09999999999999998,0.0,0.6239205934945552,-0.2928932188134524,0.3883383338237848,0.6116616661762151,0213
2788,309.0,90248431.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2790,310.0,44999736.0,0.0,0.0,1.0,2.0,0.54,0.67,0.52,,1.0,-0.020000000000000018,0.0,0.4339244865092911,0.4364734351862247,0.3181202294485286,0.7211102550927979,0123
2791,310.0,44999736.0,1.0,1.0,3.0,4.0,0.63,0.28,0.42,,1.0,0.13999999999999996,0.0,0.5872572950559476,0.10025740751400236,0.47442314619139647,0.648074069840786,2301
2792,310.0,44999736.0,2.0,2.0,1.0,4.0,0.39,0.65,0.35,,1.0,-0.040000000000000036,0.0,0.5138694333507828,0.5485674467891765,0.2915681083228231,0.5916079783099616,0312
2793,310.0,44999736.0,3.0,5.0,1.0,2.0,0.48,0.66,0.69,,1.0,0.20999999999999996,0.0,0.43182871884635965,0.31825014301579824,0.14913351082146376,0.8306623862918074,0123
2794,310.0,44999736.0,4.0,3.0,2.0,3.0,0.63,0.35,0.61,,2.0,0.020000000000000018,0.0,0.5331256866604674,-0.2858371894981069,0.5161148993127929,0.6063823167193896,1203
2795,310.0,44999736.0,5.0,4.0,2.0,4.0,0.7,0.69,0.4,,2.0,0.29999999999999993,0.0,,-0.008481944172850087,-0.07928889743674072,1.2625048540566637,1302
2796,310.0,44999736.0,6.0,6.0,1.0,3.0,0.62,0.42,0.23,,2.0,0.39,0.0,,-0.19703773357483645,-0.08585275269936044,1.1994056252653649,0213
2797,310.0,44999736.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2799,311.0,21566630.0,0.0,0.0,1.0,2.0,0.47,0.85,0.42,,1.0,-0.04999999999999999,0.0,0.21594596484910114,0.6557664111997438,0.3214619016424798,0.648074069840786,0123
2800,311.0,21566630.0,1.0,1.0,3.0,4.0,0.42,0.21,0.29,,1.0,0.07999999999999999,0.0,0.7450598291445132,0.1095575891273356,0.3779986582777176,0.5385164807134504,2301
2801,311.0,21566630.0,2.0,2.0,1.0,4.0,0.08,0.85,0.64,,1.0,0.56,0.0,,0.5038404810405297,-0.4,0.8,0312
2802,311.0,21566630.0,3.0,3.0,2.0,3.0,0.48,0.59,0.73,,2.0,-0.14,0.0,0.7000784815433727,0.10648215200675026,0.3935868095748527,0.5862090875384187,1203
2803,311.0,21566630.0,4.0,4.0,2.0,4.0,0.78,0.71,0.7,,2.0,0.08000000000000007,0.0,,-0.0573620708983813,0.25750014583764536,0.9914994538420343,1302
2804,311.0,21566630.0,5.0,5.0,1.0,2.0,0.73,0.66,0.72,,1.0,0.05999999999999994,0.0,0.2456218963953295,0.30038439188374866,0.35977645993560026,0.848528137423857,0123
2805,311.0,21566630.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2806,311.0,21566630.0,7.0,7.0,1.0,3.0,0.95,0.22,0.19,,2.0,0.76,0.0,,-0.7150799171379422,0.09165848545599509,1.286746389753027,0213
2808,312.0,78752490.0,0.0,0.0,1.0,2.0,0.51,0.8,0.35,,1.0,-0.16000000000000003,0.0,0.14714786581105743,0.6733030857573902,0.41834251552624624,0.5916079783099616,0123
2809,312.0,78752490.0,1.0,1.0,3.0,4.0,0.41,0.1,0.2,,1.0,0.1,0.0,0.7680743904418788,0.0,0.4583249183137837,0.4472135954999579,2301
2810,312.0,78752490.0,2.0,3.0,2.0,3.0,0.7,0.28,0.53,,2.0,0.16999999999999993,0.0,0.31368369437486876,-0.43488447926513485,0.5126205439370609,0.6705954126828622,1203
2811,312.0,78752490.0,3.0,5.0,1.0,2.0,0.11,0.31,0.19,,1.0,0.08,0.0,0.8278532829399411,0.3515108930471138,0.03315168162827564,0.43588989435406733,0123
2812,312.0,78752490.0,4.0,4.0,2.0,4.0,0.58,0.6,0.7,,2.0,-0.09999999999999998,0.0,0.5927404398008329,0.0184121535834314,0.35369255960861157,0.7233404018182892,1302
2813,312.0,78752490.0,5.0,2.0,1.0,4.0,0.69,0.75,0.7,,1.0,0.010000000000000009,0.0,0.18733962005090665,0.3880848448575134,0.33807398591299753,0.8366600265340756,0312
2814,312.0,78752490.0,6.0,6.0,1.0,3.0,0.82,0.11,0.35,,2.0,0.47,0.0,,-0.8115832715042268,0.5556535006136167,0.7249713468729531,0213
2815,312.0,78752490.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2817,313.0,70575037.0,0.0,0.0,1.0,2.0,0.5,0.8,0.5,,1.0,0.0,0.0,0.32104196668492835,0.5578042828808042,0.2928932188134524,0.7071067811865476,0123
2818,313.0,70575037.0,1.0,1.0,3.0,4.0,0.1,0.4,0.4,,1.0,0.30000000000000004,0.0,0.7050221803941448,0.26197165896624,-0.18524193653371795,0.6324555320336759,2301
2819,313.0,70575037.0,2.0,4.0,2.0,4.0,0.61,0.6,0.61,,2.0,0.0,0.0,0.4646936873954101,-0.009090986708393922,0.2573298108365363,0.8472062908821896,1302
2820,313.0,70575037.0,3.0,5.0,1.0,2.0,0.0,0.3,0.0,,1.0,0.0,0.0,0.6324555320336758,0.7745966692414834,0.0,0.0,0123
2821,313.0,70575037.0,4.0,3.0,2.0,3.0,0.5,0.5,0.5,,2.0,0.0,0.0,0.5903128224505496,0.0,0.22474487139158894,0.7752551286084111,1203
2822,313.0,70575037.0,5.0,2.0,1.0,4.0,0.1,0.81,0.1,,1.0,0.0,0.0,,0.9565644401189475,0.13098582948312,0.31622776601683794,0312
2823,313.0,70575037.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2824,313.0,70575037.0,7.0,7.0,1.0,3.0,0.5,0.1,0.5,,2.0,0.0,0.0,0.20094768673424065,-0.5527864045000421,0.7775312758916311,0.22246872410836893,0213
2826,314.0,54091671.0,0.0,0.0,1.0,2.0,0.5,0.8,0.5,,1.0,0.0,0.0,0.32104196668492835,0.5578042828808042,0.2928932188134524,0.7071067811865476,0123
2827,314.0,54091671.0,1.0,1.0,3.0,4.0,0.55,0.5,0.5,,1.0,0.0,0.0,0.5453927573705278,0.2928932188134524,0.34170206698360406,0.7071067811865476,2301
2828,314.0,54091671.0,2.0,5.0,1.0,2.0,0.5,0.55,0.5,,1.0,0.0,0.0,0.5453927573705278,0.34170206698360406,0.2928932188134524,0.7071067811865476,0123
2829,314.0,54091671.0,3.0,3.0,2.0,3.0,0.6,0.5,0.55,,2.0,0.04999999999999993,0.0,0.502337025671122,-0.09544511501033215,0.2845232578665129,0.8109218571438193,1203
2830,314.0,54091671.0,4.0,2.0,1.0,4.0,0.5,0.5,0.5,,1.0,0.0,0.0,0.5730856172913346,0.2928932188134524,0.2928932188134524,0.7071067811865476,0312
2831,314.0,54091671.0,5.0,4.0,2.0,4.0,0.5,0.5,0.55,,2.0,-0.050000000000000044,0.0,0.638074875856335,0.0,0.2845232578665129,0.7154767421334871,1302
2832,314.0,54091671.0,6.0,6.0,1.0,3.0,0.5,0.45,0.5,,2.0,0.0,0.0,0.6301347143524775,-0.05131670194948623,0.2760615733410752,0.7239384266589248,0213
2833,314.0,54091671.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2835,315.0,76091980.0,0.0,0.0,1.0,2.0,0.51,1.0,0.58,,1.0,0.06999999999999995,0.0,,0.6526362517867044,0.24837318324981705,0.7615773105863908,0123
2836,315.0,76091980.0,1.0,1.0,3.0,4.0,0.5,0.5,0.5,,1.0,0.0,0.0,0.5730856172913346,0.2928932188134524,0.2928932188134524,0.7071067811865476,2301
2837,315.0,76091980.0,2.0,5.0,1.0,2.0,0.55,0.51,0.51,,1.0,0.0,0.0,0.5389772708625821,0.29580765098192285,0.33466600531586665,0.714142842854285,0123
2838,315.0,76091980.0,3.0,4.0,2.0,4.0,0.53,0.51,0.6,,2.0,-0.06999999999999995,0.0,0.6344844863970311,-0.01961252026249216,0.331690292663666,0.697872721435034,1302
2839,315.0,76091980.0,4.0,3.0,2.0,3.0,0.65,0.55,0.59,,2.0,0.06000000000000005,0.0,0.4185775446150002,-0.09136657692898642,0.28160462139485554,0.8585708037042823,1203
2840,315.0,76091980.0,5.0,2.0,1.0,4.0,0.8,0.44,0.76,,1.0,0.32,0.0,0.284695739966908,0.06630336325655128,0.3931312753592171,0.8717797887081347,0312
2841,315.0,76091980.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2842,315.0,76091980.0,7.0,7.0,1.0,3.0,0.75,0.16,0.34,,2.0,0.41,0.0,,-0.6590594464423509,0.4442650688869698,0.7804798025046191,0213
2844,316.0,21182199.0,0.0,0.0,1.0,2.0,0.51,0.63,0.48,,1.0,-0.030000000000000027,0.0,0.4845680781693719,0.4296768930046315,0.3171301708086569,0.6928203230275509,0123
2845,316.0,21182199.0,1.0,1.0,3.0,4.0,0.56,0.53,0.48,,1.0,-0.050000000000000044,0.0,0.522521370276881,0.33674269107114907,0.3654802013982854,0.6928203230275509,2301
2846,316.0,21182199.0,2.0,2.0,1.0,4.0,0.53,0.47,0.55,,1.0,0.08000000000000007,0.0,0.5613759653614411,0.22791612277369944,0.28794316538913367,0.7416198487095663,0312
2847,316.0,21182199.0,3.0,4.0,2.0,4.0,0.53,0.53,0.59,,2.0,-0.05999999999999994,0.0,0.6151967249076891,0.0,0.3008504554663072,0.7287125586323928,1302
2848,316.0,21182199.0,4.0,3.0,2.0,3.0,0.55,0.57,0.62,,2.0,-0.050000000000000044,0.0,0.587712901947679,0.01889897703297949,0.2961103444954545,0.7526985036746972,1203
2849,316.0,21182199.0,5.0,5.0,1.0,2.0,0.45,0.57,0.41,,1.0,-0.040000000000000036,0.0,0.5587849091465983,0.4273954014598462,0.30837087430722887,0.6403124237432849,0123
2850,316.0,21182199.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2851,316.0,21182199.0,7.0,7.0,1.0,3.0,0.43,0.41,0.45,,2.0,-0.020000000000000018,0.0,0.6953825562582084,-0.02182333573582873,0.2563564900484835,0.6710053595010868,0213
2853,317.0,97427203.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,,1.0,0.0,0.0,,1.4142135623730951,0.0,0.0,0123
2854,317.0,97427203.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2301
2855,317.0,97427203.0,2.0,5.0,1.0,2.0,0.2,0.1,0.01,,1.0,-0.09000000000000001,0.0,0.7654631444470248,0.3472135954999579,0.5324555320336759,0.1,0123
2856,317.0,97427203.0,3.0,2.0,1.0,4.0,0.21,0.09,0.01,,1.0,-0.08,0.0,0.7645048251715243,0.3242640687119285,0.548074069840786,0.1,0312
2857,317.0,97427203.0,4.0,4.0,2.0,4.0,0.63,0.51,0.23,,2.0,0.4,0.0,,-0.11254672219597461,-0.17928810754440028,1.3017853235765826,1302
2858,317.0,97427203.0,5.0,3.0,2.0,3.0,0.19,0.0,0.1,,2.0,0.09,0.0,0.56149596672226,-0.6164414002968976,0.5477225575051662,0.06871884279173146,1203
2859,317.0,97427203.0,6.0,6.0,1.0,3.0,0.02,0.0,0.01,,2.0,0.01,0.0,0.96399275531653,-0.2,0.17320508075688773,0.02679491924311228,0213
2860,317.0,97427203.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2862,318.0,93786003.0,0.0,0.0,1.0,2.0,0.39,0.7,0.39,,1.0,0.0,0.0,0.48054431096820566,0.5587161567800834,0.25867628679294485,0.6244997998398398,0123
2863,318.0,93786003.0,1.0,1.0,3.0,4.0,0.42,0.2,0.19,,1.0,-0.010000000000000009,0.0,0.7350927317700373,0.19656563767960855,0.48062524463710066,0.43588989435406733,2301
2864,318.0,93786003.0,2.0,5.0,1.0,2.0,0.26,0.69,0.24,,1.0,-0.020000000000000018,0.0,0.4873812008082383,0.6848360638904375,0.23121230653616232,0.4898979485566356,0123
2865,318.0,93786003.0,3.0,3.0,2.0,3.0,0.31,0.29,0.31,,2.0,0.0,0.0,0.7851355837319672,-0.025823476814790358,0.20278776551290467,0.5846130218882764,1203
2866,318.0,93786003.0,4.0,4.0,2.0,4.0,0.41,0.51,0.51,,2.0,0.0,0.0,0.6907515035010924,0.10441198002246621,0.22698119384909043,0.6785573199646513,1302
2867,318.0,93786003.0,5.0,2.0,1.0,4.0,0.51,0.56,0.83,,1.0,0.31999999999999995,0.0,0.372199819149315,0.1472571665114064,0.09890713592177791,0.9110433579144299,0312
2868,318.0,93786003.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2869,318.0,93786003.0,7.0,7.0,1.0,3.0,0.29,0.29,0.3,,2.0,-0.010000000000000009,0.0,0.7968525888551949,0.0,0.187105987464123,0.5744713231222678,0213
2871,319.0,80755375.0,0.0,0.0,1.0,2.0,0.25,0.99,0.37,,1.0,0.12,0.0,,0.798848474917207,0.09883052815672566,0.6082762530298219,0123
2872,319.0,80755375.0,1.0,1.0,3.0,4.0,0.99,0.81,0.92,,1.0,0.10999999999999999,0.0,,0.31362590147324154,0.447958423284485,0.9591663046625439,2301
2873,319.0,80755375.0,2.0,5.0,1.0,2.0,0.18,0.86,0.22,,1.0,0.04000000000000001,0.0,0.23050902610784565,0.8424461288780571,0.130958424017657,0.469041575982343,0123
2874,319.0,80755375.0,3.0,3.0,2.0,3.0,0.68,0.6,0.63,,2.0,0.050000000000000044,0.0,0.36117253890393786,-0.07074526395872804,0.2793275934764199,0.8868627854926405,1203
2875,319.0,80755375.0,4.0,2.0,1.0,4.0,0.39,0.84,0.26,,1.0,-0.13,0.0,,0.7862461883222934,0.37327413527350617,0.5099019513592785,0312
2876,319.0,80755375.0,5.0,4.0,2.0,4.0,0.38,0.83,0.66,,2.0,0.16999999999999993,0.0,0.4951962866435958,0.41663008396437795,0.1187148552745163,0.7530649334336181,1302
2877,319.0,80755375.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2878,319.0,80755375.0,7.0,7.0,1.0,3.0,0.4,0.1,0.27,,2.0,0.13,0.0,0.6324064259633176,-0.4472135954999579,0.4527864045000421,0.4416407864998738,0213
2880,320.0,13104693.0,0.0,0.0,1.0,2.0,0.51,0.76,0.69,,1.0,0.17999999999999994,0.0,0.34069709833205924,0.40222041430198785,0.1792881075444004,0.8306623862918074,0123
2881,320.0,13104693.0,1.0,1.0,3.0,4.0,0.51,0.4,0.55,,1.0,0.15000000000000002,0.0,0.595523787121959,0.15280734229034953,0.2683306451266415,0.7416198487095663,2301
2882,320.0,13104693.0,2.0,5.0,1.0,2.0,0.62,0.38,0.4,,1.0,0.020000000000000018,0.0,0.5579150912996873,0.23932425667445878,0.48109734053232855,0.6324555320336759,0123
2883,320.0,13104693.0,3.0,4.0,2.0,4.0,0.41,0.42,0.43,,2.0,-0.010000000000000009,0.0,0.6934208440129032,0.010976625177426369,0.21926653016888664,0.686271983644855,1302
2884,320.0,13104693.0,4.0,3.0,2.0,3.0,0.66,0.68,0.67,,2.0,0.010000000000000009,0.0,0.362174170614771,0.017277849661454514,0.2515543089067225,0.8973582204008832,1203
2885,320.0,13104693.0,5.0,2.0,1.0,4.0,0.65,0.6,0.62,,1.0,0.020000000000000018,0.0,0.4008225882169083,0.308044327609151,0.3527746376979569,0.7874007874011811,0312
2886,320.0,13104693.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2887,320.0,13104693.0,7.0,7.0,1.0,3.0,0.56,0.62,0.64,,2.0,-0.020000000000000018,0.0,0.5520733029292656,0.055252348140168106,0.2720877734890974,0.7862127509367389,0213
2889,321.0,92209175.0,0.0,0.0,1.0,2.0,0.25,0.82,0.71,,1.0,0.45999999999999996,0.0,0.2824621787352994,0.438009870168934,-0.13550819613108822,0.8426149773176358,0123
2890,321.0,92209175.0,1.0,1.0,3.0,4.0,0.79,0.19,0.18,,1.0,-0.010000000000000009,0.0,0.2994181078404436,0.19217733158496914,0.832716440285725,0.4242640687119285,2301
2891,321.0,92209175.0,2.0,3.0,2.0,3.0,0.92,0.15,0.8,,2.0,0.12,0.0,,-0.8087434391198876,1.0014707809778007,0.3549952156472529,1203
2892,321.0,92209175.0,3.0,4.0,2.0,4.0,0.83,0.92,0.84,,2.0,0.08000000000000007,0.0,,0.06805612395254101,0.23098479001370076,1.0574250826588119,1302
2893,321.0,92209175.0,4.0,5.0,1.0,2.0,0.88,0.32,0.84,,1.0,0.52,0.0,,-0.11651513899116794,0.4101347771509919,0.916515138991168,0123
2894,321.0,92209175.0,5.0,2.0,1.0,4.0,0.71,0.86,0.91,,1.0,0.20000000000000007,0.0,,0.35754850344345446,0.2376983273643527,0.9539392014169457,0312
2895,321.0,92209175.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2896,321.0,92209175.0,7.0,7.0,1.0,3.0,0.75,0.23,0.24,,2.0,0.51,0.0,,-0.5465118730790621,0.1702951391113302,1.0544497322802586,0213
2898,322.0,47985383.0,0.0,0.0,1.0,2.0,0.2,0.85,0.3,,1.0,0.09999999999999998,0.0,0.3480028861031484,0.7561179235353637,0.08473297452850981,0.5477225575051661,0123
2899,322.0,47985383.0,1.0,1.0,3.0,4.0,0.65,0.79,0.09,,1.0,-0.56,0.0,,0.9569805089976535,0.840175425099138,0.3,2301
2900,322.0,47985383.0,2.0,3.0,2.0,3.0,0.75,0.3,0.73,,2.0,0.020000000000000018,0.0,0.17351470821991993,-0.45014820215010554,0.7052681894533908,0.5194766819381982,1203
2901,322.0,47985383.0,3.0,5.0,1.0,2.0,0.37,0.84,0.3,,1.0,-0.07,0.0,0.20541827351793154,0.7484255821764059,0.31250996919909657,0.5477225575051661,0123
2902,322.0,47985383.0,4.0,4.0,2.0,4.0,0.59,0.34,0.71,,2.0,-0.12,0.0,0.5698428563431498,-0.2616569239964893,0.6348308268091102,0.45144722231091117,1302
2903,322.0,47985383.0,5.0,2.0,1.0,4.0,0.3,0.8,0.29,,1.0,-0.010000000000000009,0.0,0.3558329015966349,0.7263945833539014,0.23608018852803303,0.5385164807134504,0312
2904,322.0,47985383.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2905,322.0,47985383.0,7.0,7.0,1.0,3.0,0.21,0.28,0.68,,2.0,-0.4,0.0,0.7256682324237059,0.10025740751400236,0.6799542083537816,-0.03188013851299565,0213
2907,323.0,40733181.0,0.0,0.0,1.0,2.0,0.3,0.75,0.25,,1.0,-0.04999999999999999,0.0,0.3864473322887253,0.7247448713915889,0.2745966692414834,0.5,0123
2908,323.0,40733181.0,1.0,1.0,3.0,4.0,0.7,0.4,0.45,,1.0,0.04999999999999999,0.0,0.48728922278124975,0.22360679774997894,0.5123955633699863,0.6708203932499369,2301
2909,323.0,40733181.0,2.0,3.0,2.0,3.0,0.7,0.55,0.6,,2.0,0.09999999999999998,0.0,0.32155945805655384,-0.13440710844977155,0.2928319383297222,0.8903840182902008,1203
2910,323.0,40733181.0,3.0,4.0,2.0,4.0,0.65,0.6,0.75,,2.0,-0.09999999999999998,0.0,0.541476652644791,-0.0447303100888059,0.40455488498966785,0.73562054010947,1302
2911,323.0,40733181.0,4.0,2.0,1.0,4.0,0.55,0.7,0.65,,1.0,0.09999999999999998,0.0,0.3860464419764382,0.37699018179006816,0.2425830733402966,0.806225774829855,0312
2912,323.0,40733181.0,5.0,5.0,1.0,2.0,0.6,0.75,0.65,,1.0,0.050000000000000044,0.0,0.3019833423861644,0.4185190965617339,0.2892193401804771,0.806225774829855,0123
2913,323.0,40733181.0,6.0,6.0,1.0,3.0,0.7,0.5,0.6,,2.0,0.09999999999999998,0.0,0.37611795925879926,-0.18321595661992318,0.34164078649987384,0.8415751701200496,0213
2914,323.0,40733181.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2916,324.0,29754426.0,0.0,0.0,1.0,2.0,0.35,0.89,0.88,,1.0,0.53,0.0,,0.39608325444794734,-0.10142312543061038,0.938083151964686,0123
2917,324.0,29754426.0,1.0,1.0,3.0,4.0,0.39,0.65,0.76,,1.0,0.37,0.0,0.40967536752882894,0.2683956363910034,0.011396297924650023,0.8717797887081347,2301
2918,324.0,29754426.0,2.0,4.0,2.0,4.0,0.6,0.81,0.16,,2.0,0.65,0.0,,0.17734709112545333,-0.5799718831082346,1.6754169981185665,1302
2919,324.0,29754426.0,3.0,2.0,1.0,4.0,0.81,0.26,0.23,,1.0,-0.03,0.0,0.2872003753377972,0.24152710276152595,0.7932090538045136,0.47958315233127197,0312
2920,324.0,29754426.0,4.0,5.0,1.0,2.0,0.71,0.24,0.75,,1.0,0.51,0.0,0.3376044194838531,-0.17320508075688767,0.32561212499685976,0.8660254037844386,0123
2921,324.0,29754426.0,5.0,3.0,2.0,3.0,0.94,0.65,0.77,,2.0,0.16999999999999993,0.0,,-0.23095549498107082,0.37969299025792824,0.9914379298222804,1203
2922,324.0,29754426.0,6.0,6.0,1.0,3.0,0.97,0.11,0.14,,2.0,0.83,0.0,,-0.9237972517360689,0.1790324938584431,1.2138063338599687,0213
2923,324.0,29754426.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2925,325.0,49562740.0,0.0,0.0,1.0,2.0,0.0,0.71,0.0,,1.0,0.0,0.0,,1.1916375287812984,0.0,0.0,0123
2926,325.0,49562740.0,1.0,1.0,3.0,4.0,0.51,0.0,0.0,,1.0,0.0,0.0,,0.0,1.0099504938362078,0.0,2301
2927,325.0,49562740.0,2.0,2.0,1.0,4.0,0.2,0.2,0.81,,1.0,0.6100000000000001,0.0,0.21642531118432776,-0.26754446796632414,-0.26754446796632414,0.9,0312
2928,325.0,49562740.0,3.0,4.0,2.0,4.0,0.8,0.71,0.51,,2.0,0.29000000000000004,0.0,,-0.0732735352860534,0.045294158903999904,1.2196169051633516,1302
2929,325.0,49562740.0,4.0,5.0,1.0,2.0,0.51,0.63,0.51,,1.0,0.0,0.0,0.48553531233788066,0.40835437317789747,0.29580765098192285,0.714142842854285,0123
2930,325.0,49562740.0,5.0,3.0,2.0,3.0,0.72,0.51,0.51,,2.0,0.20999999999999996,0.0,,-0.19004950616379213,0.22698119384909043,0.9730188061509093,1203
2931,325.0,49562740.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2932,325.0,49562740.0,7.0,7.0,1.0,3.0,0.7,0.2,0.2,,2.0,0.49999999999999994,0.0,,-0.5507604245862473,0.14214113720780752,1.0410748194121155,0213
2934,326.0,16707185.0,0.0,0.0,1.0,2.0,0.65,0.9,0.75,,1.0,0.09999999999999998,0.0,,0.47561538271543524,0.27415002131469945,0.8660254037844386,0123
2935,326.0,16707185.0,1.0,1.0,3.0,4.0,0.76,0.25,0.6,,1.0,0.35,0.0,0.43060299211740705,-0.06748988805493583,0.4582861313523119,0.7745966692414834,2301
2936,326.0,16707185.0,2.0,2.0,1.0,4.0,0.74,0.3,0.72,,1.0,0.42,0.0,0.37295066979780206,-0.07393146818237362,0.3680243686357868,0.848528137423857,0312
2937,326.0,16707185.0,3.0,3.0,2.0,3.0,0.85,0.52,0.75,,2.0,0.09999999999999998,0.0,0.10170968210023762,-0.2840365783219727,0.48019609728144297,0.8236443837590866,1203
2938,326.0,16707185.0,4.0,4.0,2.0,4.0,0.75,0.71,0.85,,2.0,-0.09999999999999998,0.0,0.40384598967326124,-0.03310734261029058,0.4052344134858328,0.8195104579057562,1302
2939,326.0,16707185.0,5.0,5.0,1.0,2.0,0.4,0.65,0.35,,1.0,-0.050000000000000044,0.0,0.5073206882722607,0.5485674467891765,0.30281921268995426,0.5916079783099616,0123
2940,326.0,16707185.0,6.0,6.0,1.0,3.0,0.65,0.24,0.26,,2.0,0.39,0.0,,-0.44735510207158713,0.19035576360523376,0.9498196614939043,0213
2941,326.0,16707185.0,7.0,7.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2943,327.0,54514203.0,0.0,0.0,1.0,2.0,0.65,0.89,0.65,,1.0,0.0,0.0,,0.5279406315827783,0.333949650269283,0.806225774829855,0123
2944,327.0,54514203.0,1.0,1.0,3.0,4.0,0.6,0.3,0.31,,1.0,0.010000000000000009,0.0,0.5936247978917875,0.21782023295848119,0.5386686787273299,0.5567764362830022,2301
2945,327.0,54514203.0,2.0,3.0,2.0,3.0,0.63,0.3,0.62,,2.0,0.010000000000000009,0.0,0.4973934500168854,-0.34790054679069904,0.5892215004571022,0.5332757155750802,1203
2946,327.0,54514203.0,3.0,2.0,1.0,4.0,0.44,0.55,0.66,,1.0,0.22000000000000003,0.0,0.517993612887143,0.2364050077065556,0.1256793115010899,0.812403840463596,0312
2947,327.0,54514203.0,4.0,4.0,2.0,4.0,0.66,0.66,0.45,,2.0,0.21000000000000002,0.0,,0.0,0.012982474554619428,1.1359300547529863,1302
2948,327.0,54514203.0,5.0,5.0,1.0,2.0,0.38,0.4,0.59,,1.0,0.20999999999999996,0.0,0.619111174513972,0.126312616213055,0.10366521392127381,0.7681145747868608,0123
2949,327.0,54514203.0,6.0,6.0,1.0,3.0,,,,,2.0,,0.0,,,,,
2950,327.0,54514203.0,7.0,7.0,1.0,3.0,0.37,0.3,0.38,,2.0,-0.010000000000000009,0.0,0.7649350959489691,-0.08563585746277924,0.2931111559616477,0.567121370742615,0213
2952,328.0,28368484.0,0.0,0.0,1.0,2.0,0.6,0.8,0.66,,1.0,0.06000000000000005,0.0,0.23478681711156568,0.4525072236037557,0.2830412745467361,0.812403840463596,0123
2953,328.0,28368484.0,1.0,1.0,3.0,4.0,0.7,0.3,0.4,,1.0,0.10000000000000003,0.0,0.5257935448660889,0.14214113720780752,0.5507604245862473,0.6324555320336759,2301
2954,328.0,28368484.0,2.0,2.0,1.0,4.0,0.5,0.5,0.7,,1.0,0.19999999999999996,0.0,0.49662874074735347,0.16333997346592444,0.16333997346592444,0.8366600265340756,0312
2955,328.0,28368484.0,3.0,3.0,2.0,3.0,0.6,0.3,0.5,,2.0,0.09999999999999998,0.0,0.5272710547733518,-0.32084844576884874,0.45014820215010554,0.6452969128602266,1203
2956,328.0,28368484.0,4.0,5.0,1.0,2.0,0.39,0.39,0.39,,1.0,0.0,0.0,0.6900530105013878,0.25867628679294485,0.25867628679294485,0.6244997998398398,0123
2957,328.0,28368484.0,5.0,4.0,2.0,4.0,0.5,0.6,0.6,,2.0,0.0,0.0,0.6017116881691557,0.09544511501033215,0.2461956714895417,0.7538043285104583,1302
